id;types;prepro_komposisi;cleaned_names;summary;;;
213;tablet;sildenafil citrate;natracare tampons organic super pads;natracare tampons organic super pads tablet sildenafil citrate ;;;
214;tablet;sildenafil citrate;softex daun sirih slim pads;softex daun sirih slim pads tablet sildenafil citrate pembalut menyerap cairan menstruasi;;;
215;tablet;sildenafil citrate;whisper heavy flow overnight wings pads;whisper heavy flow overnight wings pads tablet sildenafil citrate membuat tidur nyaman haid , menjaga kesehatan kebersihan daerah kewanitaan;;;
216;tablet;sildenafil citrate;whisper reg flow wing pads;whisper reg flow wing pads tablet sildenafil citrate pembalut wanita aman kesehatan menstruasi nyaman beraktivitas bebas bocor;;;
217;tablet;sildenafil citrate;whisper reguler flow wing pads;whisper reguler flow wing pads tablet sildenafil citrate pembalut wanita aman kesehatan menstruasi nyaman beraktivitas bebas bocor;;;
218;tablet;sildenafil citrate;whisper ultra reguler wing pads;whisper ultra reguler wing pads tablet sildenafil citrate pembalut perlindungan kebocoran sisi penyerapan lingkaran  perlindungan , desain saluran - , samping membantu mengarahkan aliran periode anda mencegah kebocoran;;;
219;tablet;sildenafil citrate;sensitif compact;sensitif compact tablet sildenafil citrate alat pendeteksi kehamilan air seni;;;
220;tablet;sildenafil citrate;andalan strip uji kehamilan;andalan strip uji kehamilan tablet sildenafil citrate tes strip kehamilan;;;
221;tablet;sildenafil citrate;sensitif strip;sensitif strip tablet sildenafil citrate tes strip kehamilan;;;
222;tablet;sildenafil citrate;onemed siklus tes kehamilan;onemed siklus tes kehamilan tablet sildenafil citrate ;;;
223;tablet;sildenafil citrate;testpack the real testpack;testpack the real testpack tablet sildenafil citrate alat te kehamilan strip;;;
224;tablet;sildenafil citrate;onemed ultraone tes kehamilan;onemed ultraone tes kehamilan tablet sildenafil citrate tes strip kehamilan;;;
225;tablet;sildenafil citrate;woman choice test kehamilan strip;woman choice test kehamilan strip tablet sildenafil citrate alat te kehamilan;;;
226;tablet;sildenafil citrate;fertitest strip uji masa subur;fertitest strip uji masa subur tablet sildenafil citrate untuk menguji subur wanita;;;
227;tablet;sildenafil citrate;ovutest strip;ovutest strip tablet sildenafil citrate alat menguji kesuburan wanita;;;
228;tablet;sildenafil citrate;woman choice test strip plus wadah urine;woman choice test strip plus wadah urine tablet sildenafil citrate alat uji kehamilan;;;
229;;;;;;;
230;;;;;;;
231;;;;;;;
232;;;;;;;
233;tablet;sildenafil citrate;rozgra;rozgra tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
234;tablet;sildenafil citrate;rozgra;rozgra tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
235;tablet;sildenafil citrate;rozgra;rozgra tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
236;tablet;sildenafil citrate;rozgra;rozgra tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
237;tablet;sildenafil citrate;viagra;viagra tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
238;tablet;sildenafil citrate;viagra;viagra tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
239;tablet;sildenafil citrate;viagra;viagra tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
240;tablet;sildenafil citrate;viagra;viagra tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
241;tablet;tadalafil;cialis;cialis tablet tadalafil pengobatan ketidakmampuan mencapai mempertahankan ereksi berhubungan seksual disfungsi ereksi pria dewasa , mengobati penderita pembesaran prostat jinak bph hipertensi pulmonal tekanan pembuluh darah arteri paru - paru;;;
242;tablet;tadalafil;cialis;cialis tablet tadalafil pengobatan ketidakmampuan mencapai mempertahankan ereksi berhubungan seksual disfungsi ereksi pria dewasa , mengobati penderita pembesaran prostat jinak bph hipertensi pulmonal tekanan pembuluh darah arteri paru - paru;;;
243;tablet;tadalafil;cialis;cialis tablet tadalafil pengobatan ketidakmampuan mencapai mempertahankan ereksi berhubungan seksual disfungsi ereksi pria dewasa , mengobati penderita pembesaran prostat jinak bph hipertensi pulmonal tekanan pembuluh darah arteri paru - paru;;;
244;tablet;tadalafil;cialis;cialis tablet tadalafil pengobatan ketidakmampuan mencapai mempertahankan ereksi berhubungan seksual disfungsi ereksi pria dewasa , mengobati penderita pembesaran prostat jinak bph hipertensi pulmonal tekanan pembuluh darah arteri paru - paru;;;
245;kaplet;sildenafil citrate;topgra;topgra kaplet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
246;kaplet;sildenafil citrate;topgra;topgra kaplet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
247;kaplet;sildenafil citrate;topgra;topgra kaplet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
248;kaplet;sildenafil citrate;topgra;topgra kaplet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
249;odf;tadalafil;ciastar yellow;ciastar yellow odf tadalafil terapi disfungsi ereksi pria dewasa;;;
250;odf;tadalafil;ciastar yellow;ciastar yellow odf tadalafil terapi disfungsi ereksi pria dewasa;;;
251;kaplet;sildenafil citrate;gramax;gramax kaplet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
252;kaplet;sildenafil citrate;gramax;gramax kaplet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
253;tablet;sildenafil citrate;legra;legra tablet sildenafil citrate ;;;
254;tablet;sildenafil citrate;legra;legra tablet sildenafil citrate ;;;
255;;;;;;;
256;;;;;;;
257;;;;;;;
258;;;;;;;
259;tablet;sildenafil citrate;rozgra;rozgra tablet sildenafil citrate untuk terapi disfungsi ereksi;;;
260;tablet;sildenafil citrate;rozgra;rozgra tablet sildenafil citrate untuk terapi disfungsi ereksi;;;
261;tablet;sildenafil citrate;rozgra;rozgra tablet sildenafil citrate untuk terapi disfungsi ereksi;;;
262;tablet;sildenafil citrate;rozgra;rozgra tablet sildenafil citrate untuk terapi disfungsi ereksi;;;
263;tablet;sildenafil citrate;viajoy;viajoy tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
264;tablet;sildenafil citrate;viajoy;viajoy tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
265;tablet;sildenafil citrate;viajoy;viajoy tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
266;tablet;sildenafil citrate;viajoy;viajoy tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
267;tablet;sildenafil citrate;viajoy;viajoy tablet sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
268;odf;sildenafil citrate;viastar blue;viastar blue odf sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
269;odf;sildenafil citrate;viastar blue;viastar blue odf sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
270;odf;sildenafil citrate;viastar blue;viastar blue odf sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
271;odf;sildenafil citrate;viastar blue;viastar blue odf sildenafil citrate terapi disfungsi ereksi pria dewasa;;;
272;odf;sildenafil;bifido;bifido odf sildenafil terapi disfungsi ereksi pria dewasa;;;
273;odf;sildenafil;bifido;bifido odf sildenafil terapi disfungsi ereksi pria dewasa;;;
274;;;;;;;
275;;;;;;;
276;;;;;;;
277;;;;;;;
278;;;;;;;
279;;;;;;;
280;odf;tadalafil;ciastar yellow;ciastar yellow odf tadalafil terapi disfungsi ereksi pria dewasa;;;
281;odf;tadalafil;ciastar yellow;ciastar yellow odf tadalafil terapi disfungsi ereksi pria dewasa;;;
282;tablet;tadalafil;maxlis;maxlis tablet tadalafil pengobatan ketidakmampuan mencapai mempertahankan ereksi berhubungan seksual disfungsi ereksi pria dewasa;;;
283;tablet;tadalafil;maxlis;maxlis tablet tadalafil pengobatan ketidakmampuan mencapai mempertahankan ereksi berhubungan seksual disfungsi ereksi pria dewasa;;;
284;kaplet;sildenafil citrate;sanbenafil;sanbenafil kaplet sildenafil citrate terapi disfungsi ereksi;;;
285;kaplet;sildenafil citrate;sanbenafil;sanbenafil kaplet sildenafil citrate terapi disfungsi ereksi;;;
286;kapsul;progesterone;microgest;microgest kapsul progesterone untuk gangguan berhubungan defisiensi progesteron  penggunaan oral diindikasikan menstruasi tidak teratur akibat disovulasi  penggunaan vaginal diindikasikan siklus fertilisasi in vitro ivf  penggunaan vaginal alternatif menghindari efek samping progesteron;;;
287;kapsul;progesterone;microgest;microgest kapsul progesterone untuk gangguan berhubungan defisiensi progesteron  penggunaan oral diindikasikan menstruasi tidak teratur akibat disovulasi  penggunaan vaginal diindikasikan siklus fertilisasi in vitro ivf  penggunaan vaginal alternatif menghindari efek samping progesteron;;;
288;kapsul;progesterone;microgest;microgest kapsul progesterone untuk gangguan berhubungan defisiensi progesteron  penggunaan oral diindikasikan menstruasi tidak teratur akibat disovulasi  penggunaan vaginal diindikasikan siklus fertilisasi in vitro ivf  penggunaan vaginal alternatif menghindari efek samping progesteron;;;
289;kapsul;progesterone;microgest;microgest kapsul progesterone untuk gangguan berhubungan defisiensi progesteron  penggunaan oral diindikasikan menstruasi tidak teratur akibat disovulasi  penggunaan vaginal diindikasikan siklus fertilisasi in vitro ivf  penggunaan vaginal alternatif menghindari efek samping progesteron;;;
290;kapsul;progesterone;microgest;microgest kapsul progesterone untuk gangguan berhubungan defisiensi progesteron  penggunaan oral diindikasikan menstruasi tidak teratur akibat disovulasi  penggunaan vaginal diindikasikan siklus fertilisasi in vitro ivf  penggunaan vaginal alternatif menghindari efek samping progesteron;;;
291;kapsul;progesterone;microgest;microgest kapsul progesterone untuk gangguan berhubungan defisiensi progesteron  penggunaan oral diindikasikan menstruasi tidak teratur akibat disovulasi  penggunaan vaginal diindikasikan siklus fertilisasi in vitro ivf  penggunaan vaginal alternatif menghindari efek samping progesteron;;;
292;tablet;clomifene citrate;profertil;profertil tablet clomifene citrate infertilitas pasien amenore , sindroma stein - leventhal , perdarahan uterus fungsional gangguan ovulasi;;;
293;tablet;clomifene citrate;blesifen;blesifen tablet clomifene citrate terapi infertilitas wanita disebabkan disfungsi ovulasi , polisistik ovarium , amenore - galaktorea , amenore psikogenik amenorre paska kontrasepsi oral , oligospermia pria;;;
294;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis;;;
295;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis;;;
296;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis;;;
297;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis;;;
298;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis;;;
299;tablet;letrozole;femaplex;femaplex tablet letrozole - terapi lini kanker payudara stadium lokal metastasis status reseptor hormon positif tidak wanita pasca - menopause  - terapi adjuvan kanker payudara stadium status reseptor hormon positif wanita pasca - menopause  - terapi adjuvan lanjutan wanita pasca - menopause kanker payudara stadium terapi tamoxifen adjuvan 5  - terapi kanker payudara stadium wanita status pasca - menopause , alami diinduksi , terapi anti - estrogen;;;
300;tablet;clomifene citrate;pinfetil;pinfetil tablet clomifene citrate pengobatan infertilitas wanita pria  menstimulasi spermatonegesis infertilitas pria oligospermia  merangsang ovulasi wanita mengalami infertilitas anovulasi;;;
301;tablet;clomifene citrate;pinfetil;pinfetil tablet clomifene citrate pengobatan infertilitas wanita pria  menstimulasi spermatonegesis infertilitas pria oligospermia  merangsang ovulasi wanita mengalami infertilitas anovulasi;;;
302;;;;;;;
303;;;;;;;
304;;;;;;;
305;;;;;;;
306;;;;;;;
307;;;;;;;
308;;;;;;;
309;;;;;;;
310;;;;;;;
311;;;;;;;
312;kapsul;progesterone;utrogestan;utrogestan kapsul progesterone utrogestan mengatasi gangguan berhubungan defisiensi progesteron  penggunaan oral mengatasi haid tidak teratur disovulasi  penggunaan vaginal siklus fertilisasi invitro ivf , alternatif rute oral tidak ditoleransi;;;
313;injeksi;medroxyprogesterone acetate;andalan suntikan kb bulan;andalan suntikan kb bulan injeksi medroxyprogesterone acetate ;;;
314;injeksi;medroxyprogesterone acetate;andalan suntikan kb bulan;andalan suntikan kb bulan injeksi medroxyprogesterone acetate ;;;
315;kaplet;balance madia feminine health;balance madia feminine health;balance madia feminine health kaplet ;;;
316;kaplet;balance madia feminine health;balance madia muscle ease;balance madia muscle ease kaplet balance madia feminine health ;;;
317;kapsul;bikmil;boemeal;boemeal kapsul bikmil ;;;
318;tablet;clomifene citrate;clovertil;clovertil tablet clomifene citrate infertilitas gangguan ovulasi wanita oligosperma pria;;;
319;tablet;clomifene citrate;clovertil;clovertil tablet clomifene citrate infertilitas gangguan ovulasi wanita oligosperma pria;;;
320;tablet;clomifene citrate;clovertil;clovertil tablet clomifene citrate infertilitas gangguan ovulasi wanita oligosperma pria;;;
321;tablet;clomifene citrate;clovertil;clovertil tablet clomifene citrate infertilitas gangguan ovulasi wanita oligosperma pria;;;
322;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis  sindrom pra - menstrual;;;
323;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis  sindrom pra - menstrual;;;
324;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis  sindrom pra - menstrual;;;
325;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis  sindrom pra - menstrual;;;
326;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis  sindrom pra - menstrual;;;
327;pessary;progesterone;cygest;cygest pessary progesterone terapi pendarahan uterus disfungsional membantu siklus konsepsi fase luteal fertilisasi in - vitro , abortus mengancam , kehamilan riwayat abortus habitualis  sindrom pra - menstrual;;;
